языковой,метафора,синтаксис,505
различный,языковой,уровень,504
студент,филологический,факультет,504
язык,синтаксис,простой,503
фразеология,историко,этимологический,502
текст,сборник,научный,502
лексика,немецкий,язык,502
сопоставительный,типологический,исследование,502
гласный,второй,слог,501
жанр,речь,Вып,501
русский,литература,вв,501
стилистика,газетный,жанр,501
состав,современный,английский,501
элементарный,единица,русский,501
