термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е
венгерский язык,,3.6,25.7,14.8,14.1,8.3,6.1,4.7
общелитературный язык,,38.3,18.1,20.5,6.6,9.6,5.7,2.4
экономический терминология,,1.2,0.5,11.0,7.9,13.1,7.4,1.9
глагольный слово,,2.4,28.4,52.6,52.4,50.8,34.4,30.6
категория количество,,0.0,0.0,2.2,13.1,13.4,5.4,0.5
профессиональный лексика,,2.4,10.1,9.6,6.0,10.0,8.6,1.9
отглагольный существительное,,13.2,4.1,14.5,11.5,10.0,7.1,5.2
номинативный функция,,3.6,6.4,12.0,10.7,10.9,6.5,4.7
устный форма,,7.2,4.6,12.4,17.4,9.2,7.1,10.8
падежный система,,1.2,5.2,11.4,12.3,8.2,9.7,2.4
ударный слог,,39.5,35.6,24.9,24.3,21.7,26.2,31.0
русский стилистика,,0.0,2.6,6.1,7.1,10.9,8.6,1.9
синтаксический значение,,0.0,5.6,26.7,16.0,9.0,4.5,1.4
сентенциальный актант,,0.0,0.0,0.3,0.3,3.3,19.1,47.5
концептуальный модель,,0.0,0.0,0.6,7.5,11.2,9.3,19.7
семантический типология,,0.0,0.5,9.7,12.5,10.1,7.4,5.2
научный терминология,,7.2,8.5,11.5,9.8,10.6,7.8,5.2
языковой пространство,,2.4,0.0,0.5,3.9,10.9,12.3,16.9
агульский язык,,0.0,0.0,0.6,5.1,10.2,11.2,5.2
речевой сигнал,,0.0,3.8,8.2,11.6,12.9,4.4,2.4
стилистический дифференциация,,6.0,4.4,14.3,11.0,11.1,5.3,1.9
грамматика язык,,3.6,3.3,15.6,11.8,12.2,8.1,3.8
язык тюркский,,3.6,34.8,25.2,9.1,5.9,4.5,3.3
базовый концепт,,0.0,0.0,0.0,4.7,12.2,11.5,6.6
деловой речь,,47.9,15.7,5.9,11.0,10.1,6.3,0.9
лексический группа,,3.6,6.5,14.3,12.2,9.9,6.1,4.2
прагматический фактор,,0.0,0.0,2.6,14.8,10.6,7.7,7.5
языковой факт,,2.4,13.6,19.1,19.1,18.2,13.5,11.3
язык поэзия,,13.2,8.0,5.5,6.0,10.0,8.1,1.9
лингвистический модель,,1.2,0.3,3.3,13.9,13.6,10.1,8.5
религиозный дискурс,,0.0,0.0,0.0,0.3,6.2,16.6,10.8
глагол перемещение,,0.0,0.2,4.9,14.8,9.0,7.0,34.8
двусоставный предложение,,8.4,9.0,9.7,16.0,8.9,6.1,2.4
глагольный сказуемое,,3.6,13.6,25.2,13.8,7.7,5.9,3.3
антропологический лингвистика,,0.0,0.0,0.1,8.5,11.2,8.0,6.1
грамматический аспект,,0.0,2.0,3.8,11.3,11.1,8.3,3.3
диалектологический атлас,,9.6,62.7,21.2,4.6,4.9,6.5,8.0
предметный имя,,0.0,0.2,4.5,4.4,12.4,9.2,6.1
неродственный язык,,1.2,14.2,11.5,7.4,8.8,7.3,6.1
побудительный предложение,,0.0,1.6,10.1,15.2,9.2,6.7,0.9
прагматический анализ,,0.0,0.0,2.3,8.1,11.3,10.6,11.8
исторический синтаксис,,4.8,12.9,14.8,10.7,9.3,5.0,4.7
лексический поле,,0.0,0.5,8.5,8.3,10.6,6.9,9.4
категория интенсивность,,0.0,0.2,4.2,11.0,13.2,4.6,0.0
состав слово,,12.0,22.2,19.9,15.6,12.7,8.3,6.1
культурный доминанта,,0.0,0.0,0.0,2.6,11.1,11.0,5.2
коммуникативный категория,,0.0,0.0,0.4,1.6,7.8,14.0,6.6
вариант язык,,0.0,2.1,5.0,7.4,12.2,12.5,15.0
семантический параметр,,0.0,0.3,11.7,9.5,9.4,7.5,6.1
интернет дискурс,,0.0,0.0,0.0,0.0,3.7,19.4,12.7
самодийский язык,,1.2,4.1,10.0,6.2,7.5,11.5,26.3
смысловой поле,,0.0,0.2,0.1,12.2,8.8,9.7,0.5
научный картина,,0.0,0.0,0.3,4.1,11.0,10.2,7.5
общий морфология,,0.0,0.0,0.2,3.1,10.3,10.5,10.3
ментальный лексикон,,0.0,0.0,0.0,0.9,8.3,13.6,14.6
единица речь,,2.4,5.2,13.1,11.6,9.4,5.9,2.4
военный лексика,,0.0,4.4,8.0,5.5,9.9,8.1,2.8
язык иностранный,,2.4,3.1,6.8,10.5,8.7,3.8,4.2
преподавание язык,,6.0,2.5,7.9,7.8,10.0,8.5,4.2
психологический аспект,,1.2,0.3,2.6,10.4,11.1,7.6,4.7
речевой структура,,3.6,1.6,6.6,7.8,11.6,5.6,1.9
компонент семантика,,0.0,0.5,4.3,14.1,9.8,7.8,2.4
согласный фонема,,7.2,12.9,12.0,8.9,9.5,5.0,2.4
поверхностный структура,,0.0,1.8,15.0,14.2,9.7,4.4,3.3
функция метафора,,0.0,0.0,2.4,7.9,10.5,7.3,2.4
восточный язык,,9.6,29.4,18.3,11.6,10.0,8.6,6.6
развитие значение,,15.6,10.3,10.0,8.7,7.2,8.5,12.2
свободный словосочетание,,2.4,17.2,21.0,10.8,9.4,6.6,7.1
близкородственный язык,,2.4,7.5,16.9,9.3,8.3,7.3,5.2
речевой агрессия,,0.0,0.0,0.0,2.2,8.0,13.3,9.4
семантический зона,,0.0,0.0,1.2,4.5,7.9,10.7,33.9
процессуальный фразеологизм,,0.0,0.0,1.6,9.1,13.5,4.1,0.0
лингвистический характеристика,,1.2,1.0,8.9,12.3,15.5,13.3,15.0
фонетический слово,,1.2,5.1,4.0,6.8,9.1,16.2,9.9
модальность дейксис,,0.0,0.0,0.0,9.2,10.2,5.0,1.4
гласный звук,,81.4,49.7,27.6,16.4,11.3,13.0,8.5
коммуникативный синтаксис,,0.0,0.2,5.1,10.6,10.5,6.1,2.4
культурный коннотация,,0.0,0.0,0.6,5.9,8.9,13.2,2.4
словообразовательный парадигма,,0.0,0.0,9.4,12.6,11.5,4.2,1.9
предикатный актант,,0.0,0.0,13.0,16.6,10.7,4.4,0.5
грамматический явление,,4.8,14.7,15.0,7.2,7.8,6.2,6.6
семантический подход,,0.0,1.3,3.6,9.1,9.0,10.1,4.2
отрицательный предложение,,2.4,1.3,7.9,16.3,7.4,8.2,3.8
грамматический единица,,0.0,3.3,10.7,11.1,9.5,5.9,2.8
словообразовательный категория,,1.2,1.8,4.8,9.2,9.9,7.0,0.9
оценочный функция,,4.8,0.2,4.2,7.5,10.6,7.5,1.4
фонетический вариант,,7.2,39.5,22.0,9.1,5.1,6.2,4.2
древнеанглийский язык,,0.0,0.7,11.3,6.8,8.7,8.0,1.4
дифференциация язык,,0.0,1.6,9.8,11.1,10.5,7.0,4.2
художественный стиль,,3.6,3.9,15.9,9.9,9.2,5.4,2.4
морфологический анализ,,1.2,3.9,12.0,10.2,11.3,6.4,2.4
отраслевой терминология,,0.0,1.6,4.0,6.2,10.0,9.2,2.8
зарубежный языкознание,,0.0,2.0,12.3,10.6,8.5,6.7,4.7
семантический трансформация,,0.0,0.3,3.6,9.8,10.7,6.6,1.9
шорский язык,,0.0,9.5,7.2,20.4,6.7,7.2,0.9
коннотативный значение,,0.0,0.2,6.5,7.9,10.4,6.0,11.8
производный глагол,,1.2,10.9,24.3,13.3,11.2,9.5,6.1
функционирование слово,,2.4,2.1,12.8,13.5,11.7,5.9,5.2
прагматический направленность,,0.0,0.0,8.1,9.0,9.9,5.9,1.9
семантический единица,,0.0,5.4,8.4,8.9,10.1,6.2,5.2
общеупотребительный лексика,,8.4,5.4,10.7,7.4,9.2,6.6,2.4
характеристика глагол,,0.0,2.0,16.1,13.4,11.4,8.6,2.8
концепт время,,0.0,0.0,0.0,1.3,11.5,7.5,19.7
семантический синтаксис,,0.0,0.2,9.4,12.9,9.6,5.1,1.9
морфологический средство,,0.0,5.9,12.4,6.4,9.2,6.6,3.8
языковой модель,,1.2,1.6,2.2,9.1,8.9,9.5,0.5
морфологический форма,,6.0,5.7,13.0,12.7,9.0,6.1,3.3
особенность речь,,16.8,4.6,5.9,7.6,8.4,8.3,2.8
ногайский язык,,1.2,16.3,14.7,14.6,8.8,3.1,2.8
дискурсивный слово,,0.0,0.0,0.0,4.3,9.1,9.1,37.1
коммуникативный задача,,0.0,0.2,5.0,12.1,8.8,7.1,3.8
морфолого синтаксический,,0.0,4.6,10.9,10.7,8.5,6.4,5.6
синтаксический явление,,2.4,6.5,14.6,11.9,8.4,5.3,2.4
политический речь,,1.2,0.0,2.6,1.9,11.2,7.9,2.8
словарный фонд,,9.6,18.1,12.6,6.0,7.3,6.3,1.9
восклицательный предложение,,2.4,2.1,9.2,20.1,8.6,4.6,0.0
язык сибирь,,1.2,7.2,13.5,7.8,8.7,6.0,6.1
сочетаемость глагол,,1.2,0.7,17.8,16.9,9.3,4.0,5.2
единица лексический,,0.0,0.3,3.4,8.8,10.7,5.5,2.4
разговорный стиль,,31.1,4.6,14.2,8.9,8.4,6.1,3.3
языковой развитие,,15.6,7.5,10.2,10.8,9.3,5.8,10.8
структурный компонент,,1.2,1.3,4.3,6.8,10.5,7.5,2.8
видовой пара,,0.0,3.8,3.5,13.2,7.5,10.2,21.2
ментальный образование,,0.0,0.0,0.0,1.3,8.4,11.7,17.4
типологический аспект,,0.0,0.7,2.4,6.1,10.0,7.9,4.2
семантика нарратива,,0.0,0.0,0.0,7.8,10.1,7.1,4.7
группа язык,,1.2,19.1,11.6,12.5,8.9,9.6,8.9
типологический описание,,0.0,1.5,9.7,10.5,8.7,6.1,3.8
языковой коллектив,,3.6,2.5,3.4,9.8,9.3,8.2,12.2
позиция подлежащее,,0.0,5.2,11.9,8.4,6.6,9.4,6.1
живой язык,,40.7,21.2,9.9,9.7,6.7,8.4,15.5
уральский язык,,3.6,5.4,2.2,6.6,7.9,12.1,24.9
прагматический контекст,,0.0,0.0,0.3,13.2,10.8,5.1,2.4
синтаксис предложение,,2.4,3.3,10.6,13.2,9.3,4.2,1.4
процесс порождение,,3.6,0.0,3.9,8.3,9.7,7.2,6.6
продуктивный способ,,2.4,2.6,7.6,6.0,9.4,7.7,2.4
семантический переход,,6.0,0.8,3.4,2.4,6.3,14.0,48.0
лингвистический атлас,,15.6,10.6,23.2,8.9,7.9,4.9,9.4
образование слово,,18.0,16.8,27.1,19.9,16.6,8.6,4.7
разряд слово,,3.6,13.1,13.9,13.8,7.8,4.7,2.8
народный язык,,80.2,66.3,43.2,27.9,18.2,12.9,20.7
прагматический компонент,,0.0,0.0,3.4,12.3,11.6,4.5,2.8
динамический модель,,0.0,0.5,0.7,3.4,8.5,10.5,3.3
эвенкийский язык,,2.4,4.6,7.0,3.4,7.8,8.7,41.4
поэтический слово,,13.2,14.5,6.7,12.3,10.8,6.3,0.9
юридический терминология,,2.4,1.8,1.1,2.1,10.4,8.1,2.8
поэтический дискурс,,0.0,0.0,0.0,0.9,10.5,8.5,2.4
толкование слово,,14.4,13.2,10.4,11.2,8.1,6.6,3.3
жестовый язык,,0.0,0.0,0.1,0.2,5.4,12.4,48.4
языковой сообщество,,0.0,0.3,0.5,5.1,9.7,9.1,11.8
медицинский дискурс,,0.0,0.0,0.0,0.0,7.0,12.5,8.5
фразеологический поле,,0.0,0.0,2.6,3.4,8.6,10.2,3.8
предударный слог,,7.2,10.9,6.2,6.0,5.7,9.9,3.3
концептуальный содержание,,0.0,0.0,0.3,3.4,10.3,8.0,1.4
синтаксический характеристика,,1.2,1.1,7.5,10.1,8.5,6.3,4.2
игра слово,,57.4,5.7,3.7,5.5,9.8,7.6,1.9
средство номинация,,0.0,0.0,5.0,6.4,9.8,6.1,3.3
состав предложение,,1.2,14.2,15.9,12.0,7.3,3.8,1.9
грамматический уровень,,0.0,2.1,7.2,10.3,8.6,6.2,5.2
пермский язык,,0.0,3.3,2.7,10.3,7.4,11.2,6.1
литературный произношение,,69.4,19.4,14.6,8.1,6.9,3.8,5.2
русский письменность,,29.9,27.6,24.9,23.3,11.1,11.2,6.1
грамматический признак,,6.0,7.2,7.9,10.3,8.2,6.5,5.6
коммуникативный интенция,,0.0,0.0,7.5,8.4,8.9,6.0,1.9
языковой воплощение,,0.0,1.0,2.2,7.2,8.0,9.1,1.9
символический значение,,0.0,3.8,3.9,14.4,9.4,6.0,3.3
семантический эволюция,,1.2,2.1,9.3,4.4,9.2,6.2,7.5
армянский язык,,0.0,19.4,30.4,5.2,7.2,5.0,0.9
синтаксический система,,3.6,3.4,10.2,8.8,8.7,5.4,2.4
словесный комплекс,,1.2,1.0,19.9,15.0,6.9,4.3,1.4
предложный падеж,,56.2,14.4,33.7,32.9,36.6,24.9,9.9
тюркский языкознание,,0.0,57.0,30.8,2.7,3.4,2.9,6.1
речевой тактика,,0.0,0.2,0.1,5.7,7.8,9.5,2.8
семантический варьирование,,0.0,0.5,10.2,10.2,8.9,4.9,1.4
словарный запас,,16.8,7.5,6.4,9.0,8.3,6.7,6.1
фокус внимание,,0.0,0.0,0.3,5.5,7.4,9.9,16.9
функциональный свойство,,0.0,2.1,6.2,7.0,8.6,6.8,6.6
морфологический уровень,,0.0,1.3,7.3,9.0,8.4,6.3,3.3
городской просторечие,,6.0,1.6,1.4,19.9,10.1,3.1,0.5
тип словесный,,0.0,1.6,12.0,10.3,9.0,4.2,0.5
русский диалект,,58.6,33.0,36.3,46.1,47.2,34.7,23.5
контрастивный анализ,,0.0,0.0,3.5,5.2,10.0,6.6,4.2
фразеологический синоним,,0.0,3.1,7.9,12.9,12.3,7.4,0.5
язык реципиент,,0.0,0.2,0.4,5.7,9.8,6.6,6.1
лингвокультурный концепт,,0.0,0.0,0.0,0.0,6.0,13.1,5.2
семантический примитив,,0.0,0.0,0.5,11.7,10.4,4.6,5.2
имя числительное,,2.4,5.1,5.5,12.8,9.5,4.2,0.9
семантика местоимение,,0.0,0.2,4.2,9.9,9.0,6.5,2.4
языковой общность,,2.4,9.8,7.0,6.6,7.8,7.3,10.8
местоименный слово,,1.2,1.8,9.8,13.0,8.8,5.8,2.4
синтаксический параллелизм,,0.0,9.3,7.6,9.9,7.1,6.3,2.8
динамический процесс,,0.0,0.7,0.7,3.7,8.6,9.7,4.7
бинарный оппозиция,,0.0,3.3,5.3,4.4,6.2,10.2,4.2
семантический разряд,,0.0,8.3,11.9,11.6,7.1,5.0,0.9
терминологический номинация,,0.0,0.0,3.2,8.8,8.6,7.3,4.2
связочный глагол,,0.0,0.8,9.6,14.9,3.9,10.0,0.9
стилистически нейтральный,,26.3,8.8,10.9,6.5,8.0,5.1,7.1
лингвистический география,,19.1,15.4,16.3,8.1,7.5,4.1,2.8
поле глагол,,0.0,0.8,8.5,9.1,10.2,4.8,11.3
лингвистический источниковедение,,0.0,1.6,5.4,6.0,7.5,8.1,0.5
экспрессивный функция,,2.4,1.1,6.6,8.5,8.9,5.5,2.4
юридический термин,,9.6,3.9,2.1,4.3,21.3,18.1,6.1
категория отрицание,,0.0,0.3,9.7,7.5,7.7,6.4,0.0
переключение код,,0.0,0.0,0.0,0.9,4.4,10.5,100.1
глагольный семантика,,0.0,0.3,6.3,10.6,9.4,4.4,1.9
страдательный залог,,7.2,19.0,22.0,5.3,5.1,5.5,3.8
лингвистический идея,,1.2,0.2,1.3,5.8,9.0,7.7,4.7
процесс речевой,,0.0,0.8,3.2,6.3,8.7,7.3,3.3
литовский язык,,0.0,8.7,21.0,5.4,3.4,10.3,2.8
нанайский язык,,0.0,1.8,1.5,0.7,3.9,12.5,61.6
смысловой компонент,,0.0,1.8,6.8,5.9,7.8,7.9,5.6
медицинский термин,,3.6,2.1,14.1,28.9,27.1,19.9,15.5
грамматический род,,18.0,8.0,7.6,10.3,9.1,4.4,0.0
лемма,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е
значение слово,,288.4,240.0,319.4,294.9,257.7,158.5,127.4
лингвистика текст,,0.0,6.0,102.7,120.9,158.4,162.5,25.9
культура речь,,169.9,66.0,94.8,122.0,98.8,68.7,12.2
новый слово,,124.5,108.8,114.8,117.3,95.8,63.5,61.1
структура текст,,2.4,3.3,46.6,93.5,113.4,65.5,19.3
поэтический текст,,13.2,5.7,15.4,69.8,110.9,73.5,46.5
русский слово,,201.1,121.6,153.1,137.5,141.7,90.8,41.4
языковой материал,,19.1,25.7,45.3,64.6,65.0,60.1,54.5
современный языкознание,,9.6,9.0,27.0,37.6,42.5,34.7,23.5
теория текст,,0.0,0.2,14.6,24.1,41.4,43.3,15.0
прецедентный текст,,0.0,0.0,0.0,15.7,43.9,38.6,32.4
смысл текст,,1.2,2.0,5.5,29.2,35.9,24.6,18.3
речевой культура,,35.9,11.1,10.3,22.8,28.2,22.9,4.7
семантический универсалия,,0.0,1.5,5.5,11.9,29.3,20.0,3.8
лексический материал,,12.0,19.9,28.3,22.0,21.3,16.2,12.7
способ номинация,,0.0,0.3,22.3,17.0,22.9,12.2,2.8
пространство время,,2.4,0.3,1.8,13.9,21.7,16.6,5.6
корпус текст,,0.0,0.0,1.6,7.6,19.4,21.7,16.0
речь носитель,,6.0,3.3,5.0,12.2,13.7,13.5,8.9
коммуникативный неудача,,0.0,0.0,0.0,11.9,16.4,11.3,5.2
наивный картина,,0.0,0.0,0.1,11.2,16.7,10.9,8.5
кавказский языкознание,,0.0,0.8,4.7,13.4,15.6,10.6,0.0
типология текст,,0.0,0.2,7.0,12.8,13.9,10.6,3.8
языковой универсалия,,0.0,1.5,8.0,12.7,14.1,7.6,2.8
жанр текст,,0.0,0.0,0.9,2.1,9.0,15.4,2.8
вертикальный контекст,,0.0,0.0,6.1,21.9,11.6,7.2,3.3
деловой текст,,0.0,0.7,2.2,6.6,13.1,8.0,1.9
фразеологический картина,,0.0,0.0,0.0,1.4,6.9,11.8,130.7
татарский языкознание,,0.0,23.9,8.4,6.5,10.5,6.2,0.0
общеупотребительный слово,,2.4,8.0,11.4,6.6,7.9,5.9,2.8
эргативный конструкция,,0.0,0.5,4.4,11.1,9.5,5.2,0.0
глагольный предложение,,0.0,4.7,15.1,17.7,10.3,7.9,0.5
синтаксический синонимия,,0.0,4.6,19.7,12.6,7.4,3.0,2.4
речевой ошибка,,20.3,3.9,2.0,4.2,8.9,6.5,2.4
звукоподражательный слово,,41.9,6.9,5.2,8.8,5.5,8.4,1.4
согласный звук,,45.5,24.0,13.4,6.6,5.1,5.6,3.8
