,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е
675,именной сказуемое,13.16,9.6,9.5,27.3,19.4,7.2,9.2,9.9
676,основной единица,13.13,0.0,4.4,11.7,13.3,12.1,8.6,4.2
677,язык человек,7.05,1.2,2.5,2.2,3.5,5.3,7.5,8.9
678,лексический особенность,12.87,1.2,15.2,11.1,7.1,10.0,10.8,8.9
679,процесс заимствование,12.93,0.0,2.6,5.6,11.8,12.0,10.1,4.7
680,однокоренной слово,13.7,26.3,7.2,7.1,10.3,13.7,8.8,3.3
681,категория лицо,12.79,8.4,8.3,10.5,13.3,10.2,9.9,2.4
682,сфера функционирование,12.9,0.0,1.6,12.2,13.8,11.2,9.1,10.3
683,психолингвистический подход,13.32,0.0,0.0,0.4,4.1,13.5,12.3,6.1
684,форма язык,23.64,13.2,9.5,16.7,24.1,21.1,16.7,13.6
685,модальный частица,12.96,0.0,4.9,9.1,14.9,10.2,10.5,10.8
686,молодежный сленг,12.8,0.0,0.2,0.1,4.4,15.1,9.0,7.1
687,грамматический разряд,12.84,1.2,3.4,14.0,18.5,11.9,6.6,5.6
688,лингвистический единица,18.5,0.0,2.6,16.3,19.0,19.8,9.1,6.1
689,изъявительный наклонение,12.59,9.6,29.4,21.0,8.0,8.8,7.6,3.3
690,звуковой строй,12.55,3.6,16.8,16.4,16.9,10.2,6.3,3.8
691,субстантивный словосочетание,12.47,0.0,2.0,15.8,9.5,13.9,5.3,0.5
692,синтаксический целое,12.46,6.0,9.6,15.9,14.7,11.0,6.6,1.4
693,долгий гласный,12.56,4.8,52.6,15.9,7.1,6.1,9.3,8.9
694,терминологический словосочетание,12.59,0.0,3.6,7.9,7.6,12.1,9.6,4.7
695,метонимический перенос,12.69,2.4,1.6,6.6,8.6,13.6,7.6,16.5
696,языковой семантика,13.17,0.0,1.5,3.7,10.1,14.5,8.3,9.4
697,производный значение,13.43,1.2,7.5,8.0,8.5,13.3,9.0,12.2
698,монологический речь,12.32,1.2,2.1,15.6,16.9,11.7,6.0,0.5
699,лингвистический категория,13.57,0.0,1.5,10.2,11.5,12.7,9.9,4.7
700,оценочный семантика,12.52,0.0,0.5,2.5,7.5,12.4,10.6,4.7
701,теория номинация,12.25,0.0,1.0,9.8,9.4,11.7,8.9,2.4
702,язык фольклор,13.23,3.6,9.5,12.3,13.0,11.1,9.6,0.0
703,гласный фонема,22.4,7.2,30.7,25.0,17.3,18.1,15.2,7.5
704,фразеологический средство,12.24,2.4,1.0,8.2,9.6,12.7,7.9,0.0
705,будущее время,12.79,2.4,17.0,11.6,6.6,6.5,14.2,21.6
706,происхождение слово,13.15,45.5,36.8,14.6,11.0,7.0,10.2,9.4
707,языковой коммуникация,16.34,1.2,0.7,6.7,13.6,16.0,12.5,4.2
708,союзный слово,12.25,1.2,15.8,15.3,8.5,12.1,5.5,4.2
709,педагогический дискурс,12.15,0.0,0.0,0.0,0.3,10.4,12.6,49.8
710,ментальный пространство,12.58,0.0,0.0,0.0,4.0,13.2,11.0,6.1
711,группа лексика,12.44,1.2,2.8,14.4,9.1,11.3,8.5,7.1
712,стилистический фигура,12.33,13.2,3.6,6.4,8.9,13.2,7.4,3.3
713,диалогический дискурс,12.21,0.0,0.0,0.1,8.7,11.7,11.2,1.9
714,семантический содержание,12.32,1.2,3.8,15.5,10.6,11.4,7.4,7.1
715,категория имя,12.44,0.0,7.8,8.9,17.0,10.6,8.3,4.2
716,глагол тип,12.74,4.8,12.1,10.0,11.6,7.8,12.3,19.7
717,психолингвистический анализ,12.39,0.0,0.0,2.0,10.5,12.7,9.3,7.5
718,андийский язык,12.69,0.0,0.2,4.0,10.5,10.2,13.0,0.5
719,лингвистический явление,14.9,1.2,3.4,10.6,14.5,14.1,10.0,8.5
720,речевой форма,12.96,6.0,4.1,15.2,12.1,12.2,7.4,8.5
721,лингвистический экспертиза,12.28,0.0,0.0,0.2,1.0,4.1,22.4,8.0
722,общенародный язык,12.33,34.7,29.4,25.3,11.0,9.2,4.6,1.9
723,каузативный глагол,12.35,1.2,3.1,11.6,9.5,11.7,8.2,7.5
724,категория залог,12.22,0.0,9.1,24.1,6.7,9.9,7.8,0.9
725,фонетический изменение,11.86,6.0,24.0,15.7,9.8,8.4,7.8,3.8
726,семантический интерпретация,11.96,1.2,1.5,10.8,12.1,11.9,7.0,5.2
727,социальный диалект,13.62,8.4,3.4,6.5,9.6,15.4,7.5,4.2
728,русский заимствование,12.04,4.8,17.3,16.2,9.7,9.5,7.6,5.2
729,семантический преобразование,11.95,2.4,2.1,13.8,10.3,12.3,6.0,5.6
730,лексикон человек,11.87,0.0,0.0,0.7,10.8,13.3,7.7,3.8
731,притяжательный местоимение,12.01,0.0,4.2,7.2,6.1,7.6,14.4,4.2
732,второй язык,12.17,8.4,3.1,9.2,9.0,11.8,8.3,7.1
733,ненецкий язык,12.35,0.0,0.5,3.6,1.5,8.2,14.3,60.2
734,лексикографический аспект,11.94,0.0,0.5,1.2,8.9,11.5,10.3,4.7
735,ударный гласный,23.69,25.1,48.2,24.0,12.9,13.9,21.3,32.0
736,глубинный структура,11.77,0.0,1.8,19.3,12.9,11.2,5.5,3.8
737,фразеологический фонд,11.93,0.0,2.3,10.5,10.0,10.1,9.5,8.0
738,технический термин,66.49,47.9,20.6,70.8,56.2,59.5,45.9,10.8
739,бытовой лексика,11.88,2.4,4.6,8.9,11.6,11.3,7.7,3.3
740,поле концепт,12.29,0.0,0.0,0.0,0.6,13.0,11.4,5.6
741,южный диалект,12.62,0.0,25.8,19.1,7.1,4.4,13.1,38.1
742,семантика время,11.69,0.0,0.5,0.5,10.3,12.0,8.9,6.1
743,иранский язык,20.31,6.0,12.6,16.3,11.0,12.2,22.0,38.6
744,фразеологический выражение,12.41,6.0,7.4,4.1,5.0,10.2,12.4,7.1
745,повествовательный предложение,11.63,0.0,4.1,13.5,15.8,11.2,5.5,1.4
746,инфинитивный предложение,11.79,49.1,2.0,5.6,11.0,10.6,8.9,0.0
747,семантический сдвиг,11.69,3.6,5.1,13.7,8.7,9.8,7.7,30.1
748,уйгурский язык,15.24,1.2,94.4,46.1,7.3,5.2,5.4,2.4
749,аспектуальный значение,11.74,0.0,1.1,2.4,8.0,9.4,12.2,8.9
750,лексический повтор,11.93,1.2,4.2,9.8,15.9,11.0,7.2,2.4
751,иноязычный заимствование,11.78,2.4,7.8,6.1,12.6,11.2,7.6,4.2
752,когнитивный моделирование,11.79,0.0,0.0,0.0,3.4,9.2,14.2,12.2
753,речевой характеристика,11.35,61.0,15.4,14.3,9.1,8.3,7.3,4.7
754,гносеологический аспект,11.28,0.0,0.2,16.7,11.2,10.3,6.6,1.4
755,предикат предложение,4.56,0.0,0.0,3.9,6.5,4.3,2.7,1.4
756,видовой значение,11.54,0.0,4.6,9.3,13.3,11.2,6.7,0.9
757,глагол действие,11.48,2.4,4.1,5.9,13.5,12.0,6.1,6.6
758,смысловой организация,11.21,1.2,0.2,6.3,10.5,11.8,6.9,1.9
759,словесный ударение,11.24,1.2,9.0,25.5,8.6,9.4,5.2,4.2
760,неполный предложение,11.14,4.8,8.8,10.0,15.1,9.8,6.4,0.5
761,деловой язык,11.25,13.2,11.1,9.0,8.9,10.6,6.9,0.9
762,абстрактный понятие,11.54,1.2,6.0,5.5,10.5,10.7,8.3,7.1
763,венгерский язык,11.49,3.6,25.7,14.8,14.1,8.3,6.1,4.7
764,общелитературный язык,11.6,38.3,18.1,20.5,6.6,9.6,5.7,2.4
765,экономический терминология,12.31,1.2,0.5,11.0,7.9,13.1,7.4,1.9
766,глагольный слово,55.07,2.4,28.4,52.6,52.4,50.8,34.4,30.6
767,категория количество,11.21,0.0,0.0,2.2,13.1,13.4,5.4,0.5
768,профессиональный лексика,11.31,2.4,10.1,9.6,6.0,10.0,8.6,1.9
769,отглагольный существительное,11.46,13.2,4.1,14.5,11.5,10.0,7.1,5.2
770,номинативный функция,11.49,3.6,6.4,12.0,10.7,10.9,6.5,4.7
771,устный форма,11.51,7.2,4.6,12.4,17.4,9.2,7.1,10.8
772,падежный система,11.35,1.2,5.2,11.4,12.3,8.2,9.7,2.4
773,ударный слог,30.79,39.5,35.6,24.9,24.3,21.7,26.2,31.0
774,русский стилистика,11.17,0.0,2.6,6.1,7.1,10.9,8.6,1.9
775,синтаксический значение,11.32,0.0,5.6,26.7,16.0,9.0,4.5,1.4
776,сентенциальный актант,11.06,0.0,0.0,0.3,0.3,3.3,19.1,47.5
777,концептуальный модель,11.38,0.0,0.0,0.6,7.5,11.2,9.3,19.7
778,семантический типология,11.03,0.0,0.5,9.7,12.5,10.1,7.4,5.2
779,научный терминология,11.86,7.2,8.5,11.5,9.8,10.6,7.8,5.2
780,языковой пространство,12.09,2.4,0.0,0.5,3.9,10.9,12.3,16.9
781,агульский язык,11.15,0.0,0.0,0.6,5.1,10.2,11.2,5.2
782,речевой сигнал,11.14,0.0,3.8,8.2,11.6,12.9,4.4,2.4
783,стилистический дифференциация,11.15,6.0,4.4,14.3,11.0,11.1,5.3,1.9
784,грамматика язык,13.13,3.6,3.3,15.6,11.8,12.2,8.1,3.8
785,язык тюркский,10.35,3.6,34.8,25.2,9.1,5.9,4.5,3.3
786,базовый концепт,12.28,0.0,0.0,0.0,4.7,12.2,11.5,6.6
787,деловой речь,11.11,47.9,15.7,5.9,11.0,10.1,6.3,0.9
788,лексический группа,11.1,3.6,6.5,14.3,12.2,9.9,6.1,4.2
789,прагматический фактор,11.04,0.0,0.0,2.6,14.8,10.6,7.7,7.5
790,языковой факт,20.51,2.4,13.6,19.1,19.1,18.2,13.5,11.3
791,язык поэзия,10.68,13.2,8.0,5.5,6.0,10.0,8.1,1.9
792,лингвистический модель,13.77,1.2,0.3,3.3,13.9,13.6,10.1,8.5
793,религиозный дискурс,10.87,0.0,0.0,0.0,0.3,6.2,16.6,10.8
794,глагол перемещение,10.56,0.0,0.2,4.9,14.8,9.0,7.0,34.8
795,двусоставный предложение,10.62,8.4,9.0,9.7,16.0,8.9,6.1,2.4
796,глагольный сказуемое,11.29,3.6,13.6,25.2,13.8,7.7,5.9,3.3
797,антропологический лингвистика,10.62,0.0,0.0,0.1,8.5,11.2,8.0,6.1
798,грамматический аспект,11.38,0.0,2.0,3.8,11.3,11.1,8.3,3.3
799,диалектологический атлас,11.45,9.6,62.7,21.2,4.6,4.9,6.5,8.0
800,предметный имя,11.81,0.0,0.2,4.5,4.4,12.4,9.2,6.1
801,неродственный язык,10.69,1.2,14.2,11.5,7.4,8.8,7.3,6.1
802,побудительный предложение,10.53,0.0,1.6,10.1,15.2,9.2,6.7,0.9
803,прагматический анализ,12.05,0.0,0.0,2.3,8.1,11.3,10.6,11.8
804,исторический синтаксис,10.54,4.8,12.9,14.8,10.7,9.3,5.0,4.7
805,лексический поле,10.64,0.0,0.5,8.5,8.3,10.6,6.9,9.4
806,категория интенсивность,10.74,0.0,0.2,4.2,11.0,13.2,4.6,0.0
807,состав слово,15.38,12.0,22.2,19.9,15.6,12.7,8.3,6.1
808,культурный доминанта,11.22,0.0,0.0,0.0,2.6,11.1,11.0,5.2
809,коммуникативный категория,10.66,0.0,0.0,0.4,1.6,7.8,14.0,6.6
810,вариант язык,13.76,0.0,2.1,5.0,7.4,12.2,12.5,15.0
811,семантический параметр,10.58,0.0,0.3,11.7,9.5,9.4,7.5,6.1
812,интернет дискурс,10.66,0.0,0.0,0.0,0.0,3.7,19.4,12.7
813,самодийский язык,11.41,1.2,4.1,10.0,6.2,7.5,11.5,26.3
814,смысловой поле,10.29,0.0,0.2,0.1,12.2,8.8,9.7,0.5
815,научный картина,11.03,0.0,0.0,0.3,4.1,11.0,10.2,7.5
816,общий морфология,10.74,0.0,0.0,0.2,3.1,10.3,10.5,10.3
817,ментальный лексикон,10.79,0.0,0.0,0.0,0.9,8.3,13.6,14.6
818,единица речь,10.44,2.4,5.2,13.1,11.6,9.4,5.9,2.4
819,военный лексика,10.53,0.0,4.4,8.0,5.5,9.9,8.1,2.8
820,язык иностранный,8.38,2.4,3.1,6.8,10.5,8.7,3.8,4.2
821,преподавание язык,10.97,6.0,2.5,7.9,7.8,10.0,8.5,4.2
822,психологический аспект,10.82,1.2,0.3,2.6,10.4,11.1,7.6,4.7
823,речевой структура,10.35,3.6,1.6,6.6,7.8,11.6,5.6,1.9
824,компонент семантика,10.67,0.0,0.5,4.3,14.1,9.8,7.8,2.4
825,согласный фонема,10.19,7.2,12.9,12.0,8.9,9.5,5.0,2.4
826,поверхностный структура,10.25,0.0,1.8,15.0,14.2,9.7,4.4,3.3
827,функция метафора,10.0,0.0,0.0,2.4,7.9,10.5,7.3,2.4
828,восточный язык,13.83,9.6,29.4,18.3,11.6,10.0,8.6,6.6
829,развитие значение,10.33,15.6,10.3,10.0,8.7,7.2,8.5,12.2
830,свободный словосочетание,12.15,2.4,17.2,21.0,10.8,9.4,6.6,7.1
831,близкородственный язык,10.74,2.4,7.5,16.9,9.3,8.3,7.3,5.2
832,речевой агрессия,10.56,0.0,0.0,0.0,2.2,8.0,13.3,9.4
833,семантический зона,10.15,0.0,0.0,1.2,4.5,7.9,10.7,33.9
834,процессуальный фразеологизм,10.26,0.0,0.0,1.6,9.1,13.5,4.1,0.0
835,лингвистический характеристика,16.68,1.2,1.0,8.9,12.3,15.5,13.3,15.0
836,фонетический слово,13.59,1.2,5.1,4.0,6.8,9.1,16.2,9.9
837,модальность дейксис,8.73,0.0,0.0,0.0,9.2,10.2,5.0,1.4
838,гласный звук,19.4,81.4,49.7,27.6,16.4,11.3,13.0,8.5
839,коммуникативный синтаксис,10.02,0.0,0.2,5.1,10.6,10.5,6.1,2.4
840,культурный коннотация,11.35,0.0,0.0,0.6,5.9,8.9,13.2,2.4
841,словообразовательный парадигма,10.31,0.0,0.0,9.4,12.6,11.5,4.2,1.9
842,предикатный актант,10.67,0.0,0.0,13.0,16.6,10.7,4.4,0.5
843,грамматический явление,10.06,4.8,14.7,15.0,7.2,7.8,6.2,6.6
844,семантический подход,10.74,0.0,1.3,3.6,9.1,9.0,10.1,4.2
845,отрицательный предложение,10.15,2.4,1.3,7.9,16.3,7.4,8.2,3.8
846,грамматический единица,10.09,0.0,3.3,10.7,11.1,9.5,5.9,2.8
847,словообразовательный категория,9.97,1.2,1.8,4.8,9.2,9.9,7.0,0.9
848,оценочный функция,10.28,4.8,0.2,4.2,7.5,10.6,7.5,1.4
849,фонетический вариант,10.68,7.2,39.5,22.0,9.1,5.1,6.2,4.2
850,древнеанглийский язык,10.05,0.0,0.7,11.3,6.8,8.7,8.0,1.4
851,дифференциация язык,11.01,0.0,1.6,9.8,11.1,10.5,7.0,4.2
852,художественный стиль,10.15,3.6,3.9,15.9,9.9,9.2,5.4,2.4
853,морфологический анализ,11.43,1.2,3.9,12.0,10.2,11.3,6.4,2.4
854,отраслевой терминология,10.64,0.0,1.6,4.0,6.2,10.0,9.2,2.8
855,зарубежный языкознание,9.95,0.0,2.0,12.3,10.6,8.5,6.7,4.7
856,семантический трансформация,10.14,0.0,0.3,3.6,9.8,10.7,6.6,1.9
857,шорский язык,10.0,0.0,9.5,7.2,20.4,6.7,7.2,0.9
858,коннотативный значение,9.95,0.0,0.2,6.5,7.9,10.4,6.0,11.8
859,производный глагол,14.56,1.2,10.9,24.3,13.3,11.2,9.5,6.1
860,функционирование слово,11.74,2.4,2.1,12.8,13.5,11.7,5.9,5.2
861,прагматический направленность,9.72,0.0,0.0,8.1,9.0,9.9,5.9,1.9
862,семантический единица,10.32,0.0,5.4,8.4,8.9,10.1,6.2,5.2
863,общеупотребительный лексика,10.04,8.4,5.4,10.7,7.4,9.2,6.6,2.4
864,характеристика глагол,13.02,0.0,2.0,16.1,13.4,11.4,8.6,2.8
865,концепт время,10.12,0.0,0.0,0.0,1.3,11.5,7.5,19.7
866,семантический синтаксис,9.71,0.0,0.2,9.4,12.9,9.6,5.1,1.9
867,морфологический средство,10.12,0.0,5.9,12.4,6.4,9.2,6.6,3.8
868,языковой модель,10.2,1.2,1.6,2.2,9.1,8.9,9.5,0.5
869,морфологический форма,10.45,6.0,5.7,13.0,12.7,9.0,6.1,3.3
870,особенность речь,9.97,16.8,4.6,5.9,7.6,8.4,8.3,2.8
871,ногайский язык,9.91,1.2,16.3,14.7,14.6,8.8,3.1,2.8
872,дискурсивный слово,10.03,0.0,0.0,0.0,4.3,9.1,9.1,37.1
873,коммуникативный задача,9.66,0.0,0.2,5.0,12.1,8.8,7.1,3.8
874,морфолого синтаксический,9.89,0.0,4.6,10.9,10.7,8.5,6.4,5.6
875,синтаксический явление,9.89,2.4,6.5,14.6,11.9,8.4,5.3,2.4
876,политический речь,10.12,1.2,0.0,2.6,1.9,11.2,7.9,2.8
877,словарный фонд,9.59,9.6,18.1,12.6,6.0,7.3,6.3,1.9
878,восклицательный предложение,9.69,2.4,2.1,9.2,20.1,8.6,4.6,0.0
879,язык сибирь,9.97,1.2,7.2,13.5,7.8,8.7,6.0,6.1
880,сочетаемость глагол,10.34,1.2,0.7,17.8,16.9,9.3,4.0,5.2
881,единица лексический,9.53,0.0,0.3,3.4,8.8,10.7,5.5,2.4
882,разговорный стиль,10.05,31.1,4.6,14.2,8.9,8.4,6.1,3.3
883,языковой развитие,10.36,15.6,7.5,10.2,10.8,9.3,5.8,10.8
884,структурный компонент,10.23,1.2,1.3,4.3,6.8,10.5,7.5,2.8
885,видовой пара,10.79,0.0,3.8,3.5,13.2,7.5,10.2,21.2
886,ментальный образование,10.17,0.0,0.0,0.0,1.3,8.4,11.7,17.4
887,типологический аспект,9.91,0.0,0.7,2.4,6.1,10.0,7.9,4.2
888,семантика нарратива,9.51,0.0,0.0,0.0,7.8,10.1,7.1,4.7
889,группа язык,12.52,1.2,19.1,11.6,12.5,8.9,9.6,8.9
890,типологический описание,9.53,0.0,1.5,9.7,10.5,8.7,6.1,3.8
891,языковой коллектив,10.33,3.6,2.5,3.4,9.8,9.3,8.2,12.2
892,позиция подлежащее,10.02,0.0,5.2,11.9,8.4,6.6,9.4,6.1
893,живой язык,10.9,40.7,21.2,9.9,9.7,6.7,8.4,15.5
894,уральский язык,11.26,3.6,5.4,2.2,6.6,7.9,12.1,24.9
895,прагматический контекст,9.58,0.0,0.0,0.3,13.2,10.8,5.1,2.4
896,синтаксис предложение,9.44,2.4,3.3,10.6,13.2,9.3,4.2,1.4
897,процесс порождение,9.8,3.6,0.0,3.9,8.3,9.7,7.2,6.6
898,продуктивный способ,10.01,2.4,2.6,7.6,6.0,9.4,7.7,2.4
899,семантический переход,11.04,6.0,0.8,3.4,2.4,6.3,14.0,48.0
900,лингвистический атлас,10.34,15.6,10.6,23.2,8.9,7.9,4.9,9.4
901,образование слово,18.46,18.0,16.8,27.1,19.9,16.6,8.6,4.7
902,разряд слово,9.78,3.6,13.1,13.9,13.8,7.8,4.7,2.8
903,народный язык,26.89,80.2,66.3,43.2,27.9,18.2,12.9,20.7
904,прагматический компонент,9.93,0.0,0.0,3.4,12.3,11.6,4.5,2.8
905,динамический модель,9.74,0.0,0.5,0.7,3.4,8.5,10.5,3.3
906,эвенкийский язык,10.09,2.4,4.6,7.0,3.4,7.8,8.7,41.4
907,поэтический слово,11.44,13.2,14.5,6.7,12.3,10.8,6.3,0.9
908,юридический терминология,9.69,2.4,1.8,1.1,2.1,10.4,8.1,2.8
909,поэтический дискурс,9.61,0.0,0.0,0.0,0.9,10.5,8.5,2.4
910,толкование слово,10.27,14.4,13.2,10.4,11.2,8.1,6.6,3.3
911,жестовый язык,9.28,0.0,0.0,0.1,0.2,5.4,12.4,48.4
912,языковой сообщество,10.05,0.0,0.3,0.5,5.1,9.7,9.1,11.8
913,медицинский дискурс,9.45,0.0,0.0,0.0,0.0,7.0,12.5,8.5
914,фразеологический поле,9.83,0.0,0.0,2.6,3.4,8.6,10.2,3.8
915,предударный слог,9.3,7.2,10.9,6.2,6.0,5.7,9.9,3.3
916,концептуальный содержание,9.55,0.0,0.0,0.3,3.4,10.3,8.0,1.4
917,синтаксический характеристика,9.28,1.2,1.1,7.5,10.1,8.5,6.3,4.2
918,игра слово,10.32,57.4,5.7,3.7,5.5,9.8,7.6,1.9
919,средство номинация,9.18,0.0,0.0,5.0,6.4,9.8,6.1,3.3
920,состав предложение,9.14,1.2,14.2,15.9,12.0,7.3,3.8,1.9
921,грамматический уровень,9.34,0.0,2.1,7.2,10.3,8.6,6.2,5.2
922,пермский язык,10.5,0.0,3.3,2.7,10.3,7.4,11.2,6.1
923,литературный произношение,9.21,69.4,19.4,14.6,8.1,6.9,3.8,5.2
924,русский письменность,17.39,29.9,27.6,24.9,23.3,11.1,11.2,6.1
925,грамматический признак,9.62,6.0,7.2,7.9,10.3,8.2,6.5,5.6
926,коммуникативный интенция,9.1,0.0,0.0,7.5,8.4,8.9,6.0,1.9
927,языковой воплощение,9.36,0.0,1.0,2.2,7.2,8.0,9.1,1.9
928,символический значение,9.83,0.0,3.8,3.9,14.4,9.4,6.0,3.3
929,семантический эволюция,9.29,1.2,2.1,9.3,4.4,9.2,6.2,7.5
930,армянский язык,10.56,0.0,19.4,30.4,5.2,7.2,5.0,0.9
931,синтаксический система,9.25,3.6,3.4,10.2,8.8,8.7,5.4,2.4
932,словесный комплекс,9.11,1.2,1.0,19.9,15.0,6.9,4.3,1.4
933,предложный падеж,38.68,56.2,14.4,33.7,32.9,36.6,24.9,9.9
934,тюркский языкознание,9.4,0.0,57.0,30.8,2.7,3.4,2.9,6.1
935,речевой тактика,9.06,0.0,0.2,0.1,5.7,7.8,9.5,2.8
936,семантический варьирование,9.08,0.0,0.5,10.2,10.2,8.9,4.9,1.4
937,словарный запас,9.59,16.8,7.5,6.4,9.0,8.3,6.7,6.1
938,фокус внимание,9.27,0.0,0.0,0.3,5.5,7.4,9.9,16.9
939,функциональный свойство,9.21,0.0,2.1,6.2,7.0,8.6,6.8,6.6
940,морфологический уровень,9.05,0.0,1.3,7.3,9.0,8.4,6.3,3.3
941,городской просторечие,9.17,6.0,1.6,1.4,19.9,10.1,3.1,0.5
942,тип словесный,9.03,0.0,1.6,12.0,10.3,9.0,4.2,0.5
943,русский диалект,51.6,58.6,33.0,36.3,46.1,47.2,34.7,23.5
944,контрастивный анализ,9.3,0.0,0.0,3.5,5.2,10.0,6.6,4.2
945,фразеологический синоним,12.21,0.0,3.1,7.9,12.9,12.3,7.4,0.5
946,язык реципиент,9.0,0.0,0.2,0.4,5.7,9.8,6.6,6.1
947,лингвокультурный концепт,9.06,0.0,0.0,0.0,0.0,6.0,13.1,5.2
948,семантический примитив,9.06,0.0,0.0,0.5,11.7,10.4,4.6,5.2
949,имя числительное,9.15,2.4,5.1,5.5,12.8,9.5,4.2,0.9
950,семантика местоимение,9.21,0.0,0.2,4.2,9.9,9.0,6.5,2.4
951,языковой общность,9.47,2.4,9.8,7.0,6.6,7.8,7.3,10.8
952,местоименный слово,9.7,1.2,1.8,9.8,13.0,8.8,5.8,2.4
953,синтаксический параллелизм,8.9,0.0,9.3,7.6,9.9,7.1,6.3,2.8
954,динамический процесс,9.5,0.0,0.7,0.7,3.7,8.6,9.7,4.7
955,бинарный оппозиция,9.02,0.0,3.3,5.3,4.4,6.2,10.2,4.2
956,семантический разряд,8.79,0.0,8.3,11.9,11.6,7.1,5.0,0.9
957,терминологический номинация,9.15,0.0,0.0,3.2,8.8,8.6,7.3,4.2
958,связочный глагол,8.91,0.0,0.8,9.6,14.9,3.9,10.0,0.9
959,стилистически нейтральный,9.09,26.3,8.8,10.9,6.5,8.0,5.1,7.1
960,лингвистический география,9.22,19.1,15.4,16.3,8.1,7.5,4.1,2.8
961,поле глагол,9.66,0.0,0.8,8.5,9.1,10.2,4.8,11.3
962,лингвистический источниковедение,8.84,0.0,1.6,5.4,6.0,7.5,8.1,0.5
963,экспрессивный функция,8.87,2.4,1.1,6.6,8.5,8.9,5.5,2.4
964,юридический термин,20.61,9.6,3.9,2.1,4.3,21.3,18.1,6.1
965,категория отрицание,8.69,0.0,0.3,9.7,7.5,7.7,6.4,0.0
966,переключение код,8.91,0.0,0.0,0.0,0.9,4.4,10.5,100.1
967,глагольный семантика,8.81,0.0,0.3,6.3,10.6,9.4,4.4,1.9
968,страдательный залог,8.87,7.2,19.0,22.0,5.3,5.1,5.5,3.8
969,лингвистический идея,9.08,1.2,0.2,1.3,5.8,9.0,7.7,4.7
970,процесс речевой,9.02,0.0,0.8,3.2,6.3,8.7,7.3,3.3
971,литовский язык,9.34,0.0,8.7,21.0,5.4,3.4,10.3,2.8
972,нанайский язык,8.97,0.0,1.8,1.5,0.7,3.9,12.5,61.6
973,смысловой компонент,9.17,0.0,1.8,6.8,5.9,7.8,7.9,5.6
974,медицинский термин,28.19,3.6,2.1,14.1,28.9,27.1,19.9,15.5
975,грамматический род,9.21,18.0,8.0,7.6,10.3,9.1,4.4,0.0
976,лемма,10.35,1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е
977,значение слово,286.83,288.4,240.0,319.4,294.9,257.7,158.5,127.4
978,лингвистика текст,180.18,0.0,6.0,102.7,120.9,158.4,162.5,25.9
979,культура речь,110.08,169.9,66.0,94.8,122.0,98.8,68.7,12.2
980,новый слово,110.38,124.5,108.8,114.8,117.3,95.8,63.5,61.1
981,структура текст,105.08,2.4,3.3,46.6,93.5,113.4,65.5,19.3
982,поэтический текст,102.58,13.2,5.7,15.4,69.8,110.9,73.5,46.5
983,русский слово,153.96,201.1,121.6,153.1,137.5,141.7,90.8,41.4
984,языковой материал,75.04,19.1,25.7,45.3,64.6,65.0,60.1,54.5
985,современный языкознание,45.69,9.6,9.0,27.0,37.6,42.5,34.7,23.5
986,теория текст,45.64,0.0,0.2,14.6,24.1,41.4,43.3,15.0
987,прецедентный текст,43.09,0.0,0.0,0.0,15.7,43.9,38.6,32.4
988,смысл текст,34.3,1.2,2.0,5.5,29.2,35.9,24.6,18.3
989,речевой культура,29.62,35.9,11.1,10.3,22.8,28.2,22.9,4.7
990,семантический универсалия,26.66,0.0,1.5,5.5,11.9,29.3,20.0,3.8
991,лексический материал,24.94,12.0,19.9,28.3,22.0,21.3,16.2,12.7
992,способ номинация,21.71,0.0,0.3,22.3,17.0,22.9,12.2,2.8
993,пространство время,20.87,2.4,0.3,1.8,13.9,21.7,16.6,5.6
994,корпус текст,21.31,0.0,0.0,1.6,7.6,19.4,21.7,16.0
995,речь носитель,15.44,6.0,3.3,5.0,12.2,13.7,13.5,8.9
996,коммуникативный неудача,15.23,0.0,0.0,0.0,11.9,16.4,11.3,5.2
997,наивный картина,15.2,0.0,0.0,0.1,11.2,16.7,10.9,8.5
998,кавказский языкознание,14.99,0.0,0.8,4.7,13.4,15.6,10.6,0.0
999,типология текст,14.27,0.0,0.2,7.0,12.8,13.9,10.6,3.8
1000,языковой универсалия,13.21,0.0,1.5,8.0,12.7,14.1,7.6,2.8
1001,жанр текст,12.0,0.0,0.0,0.9,2.1,9.0,15.4,2.8
1002,вертикальный контекст,12.34,0.0,0.0,6.1,21.9,11.6,7.2,3.3
1003,деловой текст,11.6,0.0,0.7,2.2,6.6,13.1,8.0,1.9
1004,фразеологический картина,11.44,0.0,0.0,0.0,1.4,6.9,11.8,130.7
1005,татарский языкознание,11.16,0.0,23.9,8.4,6.5,10.5,6.2,0.0
1006,общеупотребительный слово,9.14,2.4,8.0,11.4,6.6,7.9,5.9,2.8
1007,эргативный конструкция,9.03,0.0,0.5,4.4,11.1,9.5,5.2,0.0
1008,глагольный предложение,12.53,0.0,4.7,15.1,17.7,10.3,7.9,0.5
1009,синтаксический синонимия,8.77,0.0,4.6,19.7,12.6,7.4,3.0,2.4
1010,речевой ошибка,8.75,20.3,3.9,2.0,4.2,8.9,6.5,2.4
