,word,freq,pos
3938,мотивированный,3030,ADJF
3939,нейтрализация,3029,NOUN
3940,александровна,3029,NOUN
3941,Иссерс??,3027,
3942,повествователь,3026,NOUN
3943,уста,3025,NOUN
3944,республиканский,3023,ADJF
3945,двадцать,3020,NUMR
3946,молоко,3019,NOUN
3947,ближний,3019,ADJF
3948,тень,3015,NOUN
3949,хозяйственный,3012,ADJF
3950,канонический,3012,ADJF
3951,народность,3011,NOUN
3952,однозначно,3011,ADVB
3953,калькирование,3010,NOUN
3954,заполнять,3008,INFN
3955,неудача,3007,NOUN
3956,екатерина,3006,NOUN
3957,моисеев,3006,NOUN
3958,упасть,3005,INFN
3959,букварь,3004,NOUN
3960,Избр??,3003,
3961,бас,3002,NOUN
3962,сыграть,2999,INFN
3963,РЯШ??,2999,
3964,Лузина??,2997,
3965,идентичный,2996,ADJF
3966,хроника,2995,NOUN
3967,соболевский,2995,ADJF
3968,расширяться,2992,INFN
3969,прибалтийский,2991,ADJF
3970,гусев,2991,NOUN
3971,наречный,2990,ADJF
3972,обладание,2989,NOUN
3973,витгенштейн,2989,NOUN
3974,запас,2988,NOUN
3975,су,2988,NOUN
3976,дипломатический,2988,ADJF
3977,эксплицитно,2988,ADJS
3978,дрофа,2986,NOUN
3979,ЛСВ??,2986,
3980,слушающий,2985,PRTF
3981,солдат,2982,NOUN
3982,розанов,2982,NOUN
3983,жаргонный,2980,ADJF
3984,признаковый,2977,ADJF
3985,намечаться,2976,INFN
3986,бит,2975,ADJS
3987,корова,2974,NOUN
3988,гольдин,2973,NOUN
3989,ехать,2972,INFN
3990,поддаваться,2972,INFN
3991,монографический,2970,ADJF
3992,обнаружение,2969,NOUN
3993,ритуальный,2969,ADJF
3994,чай,2968,NOUN
3995,Есперсен??,2968,
3996,голубой,2966,ADJF
3997,связный,2964,ADJF
3998,монг??,2964,
3999,изыскание,2962,NOUN
4000,одинаково,2959,ADVB
4001,зуб,2958,NOUN
4002,завтра,2957,ADVB
4003,обособленный,2956,ADJF
4004,шум,2955,NOUN
4005,ама,2954,NOUN
4006,групповой,2954,ADJF
4007,ориентироваться,2953,INFN
4008,старина,2951,NOUN
4009,сумма,2949,NOUN
4010,посмотреть,2949,INFN
4011,потеря,2949,NOUN
4012,антропонимика,2947,NOUN
4013,постепенный,2946,ADJF
4014,китайгородская,2945,NOUN
4015,альманах,2943,NOUN
4016,печаль,2942,NOUN
4017,физиологический,2942,ADJF
4018,свободно,2941,ADVB
4019,плюсквамперфект,2941,NOUN
4020,юсупов,2941,NOUN
4021,целенаправленный,2940,ADJF
4022,акцентировать,2940,INFN
4023,согласоваться,2937,INFN
4024,кластер,2937,NOUN
4025,передний,2936,ADJF
4026,былина,2936,NOUN
4027,молчание,2936,NOUN
4028,ассоциироваться,2933,INFN
4029,магазин,2933,NOUN
4030,хранение,2933,NOUN
4031,Руднев??,2933,
4032,должность,2931,NOUN
4033,обеспечиваться,2931,INFN
4034,оцениваться,2930,INFN
4035,противоречивый,2928,ADJF
4036,увеличиваться,2927,INFN
4037,неоднородный,2927,ADJF
4038,лингвокультурного??,2927,
4039,вперед,2921,ADVB
4040,переживать,2921,INFN
4041,плакать,2920,INFN
4042,долг,2918,NOUN
4043,южнославянский,2918,ADJF
4044,империя,2917,NOUN
4045,ме,2917,
4046,излагаться,2916,INFN
4047,плод,2915,NOUN
4048,совмещение,2914,NOUN
4049,классификатор,2914,NOUN
4050,двигаться,2913,INFN
4051,Горошко??,2911,
4052,импликация,2910,NOUN
4053,удивление,2907,NOUN
4054,кожа,2907,NOUN
4055,цейтлин,2906,NOUN
4056,имперфект,2905,NOUN
4057,несогласие,2904,NOUN
4058,утверждаться,2904,INFN
4059,пражский,2903,ADJF
4060,истинность,2902,NOUN
4061,героический,2902,ADJF
4062,присоединять,2901,INFN
4063,тоска,2899,NOUN
4064,вниз,2898,ADVB
4065,англия,2898,NOUN
4066,белов,2898,NOUN
4067,оправдывать,2897,INFN
4068,карамзин,2897,NOUN
4069,слоговой,2897,ADJF
4070,зверь,2896,NOUN
4071,вставной,2895,ADJF
4072,лексикологический,2895,ADJF
4073,мк,2895,NOUN
4074,выяснять,2893,INFN
4075,верить,2891,INFN
4076,рунический,2890,ADJF
4077,Чейф??,2888,
4078,ги,2886,
4079,быков,2886,NOUN
4080,электрон,2885,NOUN
4081,док,2885,NOUN
4082,ахманов,2885,NOUN
4083,настроение,2884,NOUN
4084,взаимовлияние,2883,NOUN
4085,несомненный,2882,ADJF
4086,открываться,2878,INFN
4087,граммема,2878,NOUN
4088,лингвокультуры??,2878,
4089,обогащать,2875,INFN
4090,давыдов,2875,NOUN
4091,договор,2875,NOUN
4092,цена,2874,NOUN
4093,адрес,2872,NOUN
4094,текущий,2871,ADJF
4095,подача,2870,NOUN
4096,плечо,2870,NOUN
4097,составляющая,2867,PRTF
4098,западноевропейский,2865,ADJF
4099,ПС??,2865,
4100,слоган,2865,NOUN
4101,общеславянский,2864,ADJF
4102,менеджер,2864,NOUN
4103,сектор,2863,NOUN
4104,императорский,2862,ADJF
4105,удовольствие,2860,NOUN
4106,обстановка,2860,NOUN
4107,оператор,2860,NOUN
4108,осваивать,2860,INFN
4109,компрессия,2859,NOUN
4110,вроде,2857,PRCL
4111,показываться,2857,INFN
4112,революционный,2856,ADJF
4113,структурализм,2854,NOUN
4114,пе??,2853,
4115,Вяч??,2853,
4116,абстракция,2852,NOUN
4117,формализация,2852,NOUN
4118,превращение,2851,NOUN
4119,идиоматика,2851,NOUN
4120,коммент,2851,NOUN
4121,параметрический,2850,ADJF
4122,неправильный,2848,ADJF
4123,армия,2847,NOUN
4124,роза,2846,NOUN
4125,вступительный,2845,ADJF
4126,заметно,2844,ADVB
4127,объективировать,2843,INFN
4128,истый,2839,ADJF
4129,шекспир,2838,NOUN
4130,березин,2836,NOUN
4131,медведь,2836,NOUN
4132,Загл??,2836,
4133,алтай,2835,NOUN
4134,лотте,2833,NOUN
4135,аномалия,2833,NOUN
4136,особенный,2832,ADJF
4137,ВГПУ??,2831,
4138,высота,2830,NOUN
4139,организм,2830,NOUN
4140,ежегодный,2830,ADJF
4141,слот,2830,NOUN
4142,грубый,2829,ADJF
4143,нс,2829,
4144,омонимичный,2824,ADJF
4145,избыточность,2824,NOUN
4146,груз,2824,NOUN
4147,амосов,2824,NOUN
4148,страдательный,2820,ADJF
4149,дно,2817,NOUN
4150,душевный,2816,ADJF
4151,конфликтный,2816,ADJF
4152,Категоризация??,2815,
4153,предпочитать,2814,INFN
4154,совесть,2813,NOUN
4155,Ковтунова??,2813,
4156,посылать,2812,INFN
4157,эргативный,2812,ADJF
4158,разг??,2809,
4159,хан,2805,NOUN
4160,пояснение,2804,NOUN
4161,правительство,2804,NOUN
4162,тональность,2803,NOUN
4163,эллиптический,2803,ADJF
4164,завершение,2800,NOUN
4165,му,2800,INTJ
4166,десяток,2798,NOUN
4167,трактовать,2793,INFN
4168,биография,2792,NOUN
4169,услуга,2790,NOUN
4170,пожалуй,2785,CONJ
4171,номинатив,2785,NOUN
4172,потерять,2783,INFN
4173,неизбежно,2782,ADVB
4174,тыс,2782,NOUN
4175,туда,2781,ADVB
4176,алексеева,2780,NOUN
4177,любимый,2779,ADJF
4178,дидактический,2779,ADJF
4179,федотов,2779,NOUN
4180,лекционный,2778,ADJF
4181,раса,2777,NOUN
4182,ль,2777,CONJ
4183,король,2777,NOUN
4184,счастливый,2776,ADJF
4185,ре,2776,NOUN
4186,параллельно,2775,ADVB
4187,одновременный,2773,ADJF
4188,интерпретироваться,2772,INFN
4189,улыбка,2771,NOUN
4190,слуховой,2771,ADJF
4191,вол,2770,NOUN
4192,обретать,2769,INFN
4193,сотрудничество,2766,NOUN
4194,христианство,2765,NOUN
4195,черкасова,2765,NOUN
4196,срок,2763,NOUN
4197,цельность,2762,NOUN
4198,кризис,2761,NOUN
4199,ораторский,2759,ADJF
4200,лицей,2759,NOUN
4201,войско,2758,NOUN
4202,затруднять,2757,INFN
4203,успешно,2757,ADVB
4204,бой,2756,NOUN
4205,непроизводный,2754,ADJF
4206,универсальность,2754,NOUN
4207,лукин,2753,NOUN
4208,проблемный,2752,ADJF
4209,ЛЭС??,2752,
4210,ногайский,2751,ADJF
4211,предание,2750,NOUN
4212,АССР??,2749,
4213,общелитературный,2748,ADJF
4214,мировосприятие,2748,NOUN
4215,юбилей,2747,NOUN
4216,кстати,2745,CONJ
4217,сокращенный,2745,PRTF
4218,низ,2745,NOUN
4219,инверсия,2745,NOUN
4220,БГУ??,2745,
4221,закрывать,2744,INFN
4222,родственник,2744,NOUN
4223,корпусной,2744,ADJF
4224,пенза,2741,NOUN
4225,надежный,2741,ADJF
4226,гудок,2740,NOUN
4227,боль,2739,NOUN
4228,градация,2739,NOUN
4229,кант,2739,NOUN
4230,крестьянский,2736,ADJF
4231,перестройка,2735,NOUN
4232,мука,2734,NOUN
4233,комаров,2734,NOUN
4234,казахстан,2734,NOUN
4235,выработка,2730,NOUN
4236,унификация,2730,NOUN
4237,услышать,2728,INFN
4238,астафьев,2728,NOUN
4239,видо??,2727,
4240,ивин,2727,NOUN
4241,конкретизировать,2725,INFN
4242,приближаться,2723,INFN
4243,око,2721,NOUN
4244,грамматически,2719,ADVB
4245,ранг,2719,NOUN
4246,кашкин,2717,NOUN
4247,схожий,2716,ADJF
4248,лингв??,2715,
4249,пропаганда,2714,NOUN
4250,закрепление,2714,NOUN
4251,лаборатория,2713,NOUN
4252,шведский,2711,ADJF
4253,цифра,2710,NOUN
4254,интервал,2709,NOUN
4255,клаузы??,2709,
4256,щур,2708,NOUN
4257,ответственность,2707,NOUN
4258,вероятностный,2707,ADJF
4259,структурировать,2706,INFN
4260,остин,2706,NOUN
4261,окончательный,2703,ADJF
4262,брак,2703,NOUN
4263,прийти,2700,INFN
4264,секция,2699,NOUN
4265,статический,2698,ADJF
4266,археология,2697,NOUN
4267,производная,2696,ADJF
4268,Пропп??,2694,
4269,познавать,2693,INFN
4270,чернов,2693,NOUN
4271,переключение,2692,NOUN
4272,англичанин,2691,NOUN
4273,судя,2689,GRND
4274,тверской,2689,ADJF
4275,шоу,2689,NOUN
4276,древнегреческий,2688,ADJF
4277,шевченко,2688,NOUN
4278,экзистенциальный,2688,ADJF
4279,свадьба,2687,NOUN
4280,систематический,2687,ADJF
4281,регулятивный,2687,ADJF
4282,случаться,2684,INFN
4283,крымский,2684,ADJF
4284,неожиданный,2682,ADJF
4285,Гухман??,2681,
4286,рефлексивный,2681,ADJF
4287,Иностр??,2681,
4288,лично,2680,ADVB
4289,инструментальный,2680,ADJF
4290,мост,2679,NOUN
4291,невеста,2678,NOUN
4292,комбинаторный,2678,ADJF
4293,ЯКМ??,2678,
4294,алфавитный,2676,ADJF
4295,кот,2675,NOUN
4296,курица,2674,NOUN
4297,семема,2674,NOUN
4298,терминосистем??,2674,
4299,комплимент,2674,NOUN
4300,поисковый,2671,ADJF
4301,сыктывкар,2671,NOUN
4302,парцелляция,2670,NOUN
4303,метатекст,2669,NOUN
4304,Теленкова??,2668,
4305,микрополя??,2668,
4306,ежегодник,2667,NOUN
4307,баллада,2667,NOUN
4308,фс,2667,NOUN
4309,подросток,2666,NOUN
4310,дорогой,2666,NOUN
4311,Севортян??,2664,
4312,сковородников,2663,NOUN
4313,осмысливать,2662,INFN
4314,масштаб,2661,NOUN
4315,исправлять,2659,INFN
4316,челябинский,2659,ADJF
4317,кирилин,2659,NOUN
4318,сосед,2658,NOUN
4319,Горбачевич??,2658,
4320,умный,2657,ADJF
4321,четверть,2656,NOUN
4322,культ,2656,NOUN
4323,произносительный,2654,ADJF
4324,приобретение,2653,NOUN
4325,карелия,2653,NOUN
4326,репрезентативный,2653,ADJF
4327,обучать,2651,INFN
4328,оратор,2650,NOUN
4329,болото,2648,NOUN
4330,нга,2647,
4331,энцикл??,2646,
4332,инструкция,2645,NOUN
4333,замечательный,2644,ADJF
4334,григорьева,2643,NOUN
4335,лингвокультуре??,2643,
4336,покрывать,2642,INFN
4337,ку,2641,INTJ
4338,рутульский,2641,ADJF
4339,исконно,2639,ADVB
4340,песенный,2636,ADJF
4341,гнев,2634,NOUN
4342,гаврилов,2634,NOUN
4343,устранение,2631,NOUN
4344,слеза,2630,NOUN
4345,горшков,2630,NOUN
4346,скот,2630,NOUN
4347,Твер??,2630,
4348,уголовный,2629,ADJF
4349,одушевленность,2629,NOUN
4350,монгол,2628,NOUN
4351,кандидатский,2628,ADJF
4352,сти??,2627,
4353,павел,2625,NOUN
4354,добавление,2624,NOUN
4355,гаджиева,2624,NOUN
4356,николина,2623,NOUN
4357,курсив,2622,NOUN
4358,скорость,2622,NOUN
4359,Мн??,2621,
4360,непрямой,2620,ADJF
4361,адыгских??,2620,
4362,полоса,2619,NOUN
4363,усваивать,2618,INFN
4364,помета,2617,NOUN
4365,буквальный,2613,ADJF
4366,верование,2612,NOUN
4367,Вендина??,2612,
4368,трагедия,2610,NOUN
4369,всеволодов,2610,NOUN
4370,соблюдение,2609,NOUN
4371,сочетать,2608,INFN
4372,городецкий,2606,ADJF
4373,несовпадение,2605,NOUN
4374,ломов,2605,NOUN
4375,лук,2604,NOUN
4376,порог,2604,NOUN
4377,профессионально,2603,ADVB
4378,оружие,2600,NOUN
4379,национальность,2600,NOUN
4380,теоретически,2600,ADVB
4381,белинский,2598,NOUN
4382,словно,2598,CONJ
4383,свыше,2598,PREP
4384,аккузатив,2598,NOUN
4385,самостоятельно,2597,ADVB
4386,психика,2597,NOUN
4387,Рябцева??,2597,
4388,ай,2595,INTJ
4389,постовалов,2595,NOUN
4390,каталог,2594,NOUN
4391,корабль,2593,NOUN
4392,спецсеминар,2593,NOUN
4393,отсылка,2592,NOUN
4394,писание,2591,NOUN
4395,максим,2589,NOUN
4396,инвентарь,2587,NOUN
4397,гр??,2586,
4398,элиста,2586,NOUN
4399,пожелание,2585,NOUN
4400,подразделяться,2585,INFN
4401,дескриптивный,2584,ADJF
4402,блог,2583,NOUN
4403,нынешний,2582,ADJF
4404,многоязычие,2581,NOUN
4405,Копыленко??,2581,
4406,контур,2580,NOUN
4407,Булаховский??,2579,
4408,пост,2578,NOUN
4409,тенишев,2578,NOUN
4410,благо,2576,NOUN
4411,целиком,2576,ADVB
4412,ЛСП??,2576,
4413,состояться,2574,INFN
4414,сужение,2573,NOUN
4415,уменьшительный,2572,ADJF
4416,сущностный,2572,ADJF
4417,веселый,2571,ADJF
4418,отсчет,2571,NOUN
4419,справедливый,2570,ADJF
4420,олень,2570,NOUN
4421,араб,2570,NOUN
4422,мудрость,2567,NOUN
4423,усиливаться,2566,INFN
4424,светский,2565,ADJF
4425,квалифицировать,2565,INFN
4426,понятно,2564,ADVB
4427,мясо,2564,NOUN
4428,жестовый,2564,ADJF
4429,физика,2563,NOUN
4430,девять,2563,NUMR
4431,словотворчество,2562,NOUN
4432,предприниматься,2562,INFN
4433,Хроленко??,2561,
4434,храм,2560,NOUN
4435,пословичный,2559,ADJF
4436,генетически,2559,ADVB
4437,подобие,2558,NOUN
4438,гриб,2557,NOUN
4439,контаминация,2556,NOUN
4440,ной,2554,NOUN
4441,аббревиация,2554,NOUN
4442,поведенческий,2553,ADJF
4443,темпоральности??,2553,
4444,пристальный,2551,ADJF
4445,отраженный,2551,ADJF
4446,дед,2547,NOUN
4447,пред,2547,PREP
4448,питание,2547,NOUN
4449,объемный,2547,ADJF
4450,примыкать,2545,INFN
4451,передвижение,2545,NOUN
4452,подтип,2545,NOUN
4453,опускать,2544,INFN
4454,реализовывать,2542,INFN
4455,золото,2541,NOUN
4456,светлана,2541,NOUN
4457,детально,2540,ADVB
4458,противопоставляться,2539,INFN
4459,СГУ??,2538,
4460,сахарный,2537,ADJF
4461,сослагательный,2537,ADJF
4462,ял,2536,NOUN
4463,сорокина,2535,NOUN
4464,степь,2534,NOUN
4465,разметка,2534,NOUN
4466,ЛКИ??,2534,
4467,Ляпон??,2534,
4468,словацкий,2533,ADJF
4469,релевантность,2531,NOUN
4470,буквально,2530,ADVB
4471,дома,2530,NOUN
4472,сторонник,2530,NOUN
4473,тьма,2530,NOUN
4474,божественный,2529,ADJF
4475,восстановление,2527,NOUN
4476,надеяться,2525,INFN
4477,протекание,2525,NOUN
4478,белянин,2524,NOUN
4479,многообразный,2523,ADJF
4480,орловский,2523,ADJF
4481,полноценный,2523,ADJF
4482,американец,2522,NOUN
4483,вариантный,2522,ADJF
4484,апостол,2522,NOUN
4485,селение,2519,NOUN
4486,кодекс,2519,NOUN
4487,синкретичный,2519,ADJF
4488,жуковский,2517,ADJF
4489,санников,2516,NOUN
4490,веселовский,2514,ADJF
4491,головной,2513,ADJF
4492,координата,2512,NOUN
4493,директор,2511,NOUN
4494,авторитетный,2511,ADJF
4495,общетюркский,2510,ADJF
4496,драматургия,2509,NOUN
4497,акцентуация,2509,NOUN
4498,богородицкий,2508,ADJF
4499,исаев,2508,NOUN
4500,залоговый,2506,ADJF
4501,синхронно,2506,ADVB
4502,межнациональный,2504,ADJF
4503,эссе,2504,NOUN
4504,поселение,2503,NOUN
4505,маргарита,2501,NOUN
4506,шутка,2500,NOUN
4507,неязыковый,2500,ADJF
4508,прошедшее,2499,NOUN
4509,смычный,2499,ADJF
4510,щедрин,2498,NOUN
4511,мотивированность??,2498,
4512,бессознательный,2498,ADJF
4513,лидер,2498,NOUN
4514,предусматривать,2497,INFN
4515,добиваться,2495,INFN
4516,косвенно,2494,ADVB
4517,верх,2494,NOUN
4518,знамя,2493,NOUN
4519,Пищальникова??,2493,
4520,экология,2492,NOUN
4521,многокомпонентный,2492,ADJF
4522,практ??,2492,
4523,презентация,2492,NOUN
4524,Мурзин??,2492,
4525,призыв,2491,NOUN
4526,страшный,2491,ADJF
4527,популярность,2490,NOUN
4528,забони??,2490,
4529,наделять,2489,INFN
4530,марья,2489,NOUN
4531,дипломный,2489,ADJF
4532,выдвигаться,2489,INFN
4533,кл??,2487,
4534,эвенкийский,2486,ADJF
4535,сближать,2485,INFN
4536,эра,2485,NOUN
4537,возвращение,2485,NOUN
4538,ефимов,2485,NOUN
4539,недавний,2484,ADJF
4540,напрямую,2484,ADVB
4541,петренко,2484,NOUN
4542,печь,2483,NOUN
4543,Дридзе??,2483,
4544,мощный,2482,ADJF
4545,антропонимии??,2481,
4546,чин,2479,NOUN
4547,махмуд,2479,NOUN
4548,речка,2479,NOUN
4549,ХУП??,2479,
4550,сатирический,2478,ADJF
4551,обман,2478,NOUN
4552,комедия,2475,NOUN
4553,восклицательный,2475,ADJF
4554,фи,2475,INTJ
4555,Пб??,2475,
4556,текстологический,2474,ADJF
4557,идиоматический,2473,ADJF
4558,субстрат,2471,NOUN
4559,отнесение,2471,NOUN
4560,субъективность,2470,NOUN
4561,нии,2469,NOUN
4562,баба,2468,NOUN
4563,звукоподражательный,2467,ADJF
4564,царство,2464,NOUN
4565,лететь,2464,INFN
4566,язь,2464,NOUN
4567,совершаться,2460,INFN
4568,железный,2459,ADJF
4569,административный,2459,ADJF
4570,оз,2459,NOUN
4571,разноструктурных??,2459,
4572,ноль,2458,NOUN
4573,целесообразно,2457,ADVB
4574,интеллигенция,2457,NOUN
4575,ветвь,2456,NOUN
4576,терещенко,2456,NOUN
4577,ведение,2455,NOUN
4578,целесообразность,2455,NOUN
4579,фуко,2455,NOUN
4580,дума,2454,NOUN
4581,оценочности??,2454,
4582,ларина,2453,NOUN
4583,мусай,2453,NOUN
4584,получатель,2452,NOUN
4585,экологический,2452,ADJF
4586,сатира,2451,NOUN
4587,водный,2451,ADJF
4588,неясный,2448,ADJF
4589,устраивать,2447,INFN
4590,Мелерович??,2445,
4591,стратификация,2444,NOUN
4592,редуцированный,2443,PRTF
4593,адекватно,2442,ADVB
4594,двойственный,2440,ADJF
4595,накоплять,2440,INFN
4596,жертва,2439,NOUN
4597,журнальный,2439,ADJF
4598,археологический,2439,ADJF
4599,Слюсарева??,2439,
4600,никольский,2438,ADJF
4601,уважение,2437,NOUN
4602,сказываться,2437,INFN
4603,бар,2436,NOUN
4604,граф,2435,NOUN
4605,князев,2435,NOUN
4606,предвыборный,2434,ADJF
4607,удовлетворять,2432,INFN
4608,потенциально,2431,ADVB
4609,рига,2431,NOUN
4610,воззрение,2430,NOUN
4611,молоток,2429,NOUN
4612,рубрика,2428,NOUN
4613,неродной,2428,ADJF
4614,аскольдов,2427,NOUN
4615,символизм,2427,NOUN
4616,диахронный,2426,ADJF
4617,париж,2425,NOUN
4618,исчезновение,2424,NOUN
4619,удобный,2423,ADJF
4620,королева,2422,NOUN
4621,татаринов,2422,NOUN
4622,приток,2421,NOUN
4623,пар,2421,NOUN
4624,кухаренко,2421,NOUN
4625,вверх,2419,ADVB
4626,николаевна,2416,NOUN
4627,ИРЯ??,2416,
4628,Якубинский??,2415,
4629,НДВШ??,2414,
4630,богуславский,2413,NOUN
4631,лингвокультурных??,2413,
4632,ленинский,2412,ADJF
4633,побуждать,2412,INFN
4634,эрзянский,2411,ADJF
4635,кирилл,2411,NOUN
4636,высоцкий,2411,NOUN
4637,воображение,2410,NOUN
4638,строительный,2408,ADJF
4639,фан,2407,
4640,магомедов,2407,NOUN
4641,онегин,2406,NOUN
4642,эко,2406,NOUN
4643,преодолевать,2405,INFN
4644,общечеловеческий,2404,ADJF
4645,формообразование,2403,NOUN
4646,солженицын,2403,NOUN
4647,классика,2400,NOUN
4648,романтический,2400,ADJF
4649,библеизм,2399,NOUN
4650,коллега,2398,NOUN
4651,синонимика,2397,NOUN
4652,тщательный,2396,ADJF
4653,грудь,2396,NOUN
4654,Гловинская??,2395,
4655,обоснованный,2394,ADJF
4656,украшение,2393,NOUN
4657,принятый,2393,PRTF
4658,упражнение,2392,NOUN
4659,субстантивация,2392,NOUN
4660,карпенко,2391,NOUN
4661,Ревзина??,2391,
4662,артефакт,2390,NOUN
4663,самарский,2389,ADJF
4664,владимирский,2387,ADJF
4665,календарь,2386,NOUN
4666,мечта,2386,NOUN
4667,беда,2384,NOUN
4668,словопроизводство,2383,NOUN
4669,онимов??,2383,
4670,подавать,2382,INFN
4671,торговля,2380,NOUN
4672,чуваш,2380,NOUN
4673,превышать,2380,INFN
4674,подчиненный,2379,ADJF
4675,варьироваться,2378,INFN
4676,град,2377,NOUN
4677,вьетнамский,2377,ADJF
4678,сотня,2376,NOUN
4679,ангел,2375,NOUN
4680,волжский,2374,ADJF
4681,абаев,2371,NOUN
4682,игорь,2370,NOUN
4683,нары,2370,NOUN
4684,обновление,2369,NOUN
4685,столица,2369,NOUN
4686,перформативный,2368,ADJF
4687,верно,2367,CONJ
4688,византийский,2367,ADJF
4689,горячий,2365,ADJF
4690,высказываться,2365,INFN
4691,разбор,2363,NOUN
4692,препозиция,2362,NOUN
4693,фортунатов,2360,NOUN
4694,переработка,2359,NOUN
4695,разработанность,2359,NOUN
4696,мешок,2358,NOUN
4697,комсомольский,2358,ADJF
4698,удачный,2355,ADJF
4699,повышать,2354,INFN
4700,петя,2352,NOUN
4701,героиня,2351,NOUN
4702,утвердительный,2351,ADJF
4703,насчитывать,2350,INFN
4704,подкласс,2350,NOUN
4705,искажение,2348,NOUN
4706,маска,2348,NOUN
4707,Дешериев??,2348,
4708,летописный,2347,ADJF
4709,переводиться,2345,INFN
4710,объективность,2345,NOUN
4711,Наукова??,2344,
4712,румынский,2343,ADJF
4713,маркс,2342,NOUN
4714,проспект,2341,NOUN
4715,ремарка,2339,NOUN
4716,повлиять,2339,INFN
4717,отнюдь,2337,ADVB
4718,ир,2337,NOUN
4719,разнородный,2336,ADJF
4720,лингвокультурология??,2336,
4721,олицетворение,2335,NOUN
4722,почта,2335,NOUN
4723,засвидетельствовать,2334,INFN
4724,ук,2333,NOUN
4725,синхронический,2333,ADJF
4726,закрытый,2332,ADJF
4727,миронов,2331,NOUN
4728,противительный,2329,ADJF
4729,самодийский,2329,NOUN
4730,Березович??,2329,
4731,убедительный,2328,ADJF
4732,Аракин??,2327,
4733,отрицать,2326,INFN
4734,внутриязыковой,2326,ADJF
4735,фет,2325,NOUN
4736,программный,2325,ADJF
4737,читательский,2325,ADJF
4738,вскрывать,2325,INFN
4739,обувь,2325,NOUN
4740,платон,2323,NOUN
4741,актер,2322,NOUN
4742,опасность,2322,NOUN
4743,прозрачный,2322,ADJF
4744,крест,2322,NOUN
4745,ува,2322,NOUN
4746,лингвокультурный??,2321,
4747,нахождение,2320,NOUN
4748,потребовать,2319,INFN
4749,жилище,2319,NOUN
4750,тв,2319,NOUN
4751,лексикограф,2319,NOUN
4752,анкетирование,2318,NOUN
4753,репертуар,2317,NOUN
4754,эл,2317,
4755,неизменный,2316,ADJF
4756,трансформировать,2316,INFN
4757,симметрия,2315,NOUN
4758,басня,2314,NOUN
4759,долина,2313,NOUN
4760,бабушка,2313,NOUN
4761,эмотивности??,2313,
4762,исполнять,2312,INFN
4763,заменяться,2312,INFN
4764,салтыков,2311,NOUN
4765,базисный,2311,ADJF
4766,богословский,2309,ADJF
4767,ошибочный,2309,ADJF
4768,томашевский,2309,NOUN
4769,стандартизация,2308,NOUN
4770,сь??,2307,
4771,историзм,2307,NOUN
4772,РТ??,2307,
4773,исправление,2305,NOUN
4774,склонный,2305,ADJF
4775,истолкование,2304,NOUN
4776,темпоральных??,2304,
4777,Кодухов??,2303,
4778,ны??,2302,
4779,дама,2302,NOUN
4780,давний,2302,ADJF
4781,помещение,2302,NOUN
4782,казах,2301,NOUN
4783,снижение,2300,NOUN
4784,простота,2299,NOUN
4785,наступать,2299,INFN
4786,кость,2299,NOUN
4787,напиток,2298,NOUN
4788,юный,2297,ADJF
4789,претерит,2297,NOUN
4790,балтийский,2296,ADJF
4791,видимость,2296,NOUN
4792,самостоятельность,2295,NOUN
4793,здание,2294,NOUN
4794,перфективный,2294,ADJF
4795,введенский,2294,NOUN
4796,синергетический,2291,ADJF
4797,клюев,2291,NOUN
4798,теплый,2289,ADJF
4799,видеться,2288,INFN
4800,тунгусо??,2288,
4801,Солодуб??,2287,
4802,отступление,2286,NOUN
4803,претендовать,2286,INFN
4804,лингвостилистика,2286,NOUN
4805,страдание,2284,NOUN
4806,горский,2284,ADJF
4807,вставка,2283,NOUN
4808,здоровый,2283,ADJF
4809,славяноведение,2282,NOUN
4810,пролог,2282,NOUN
4811,растительный,2281,ADJF
4812,иркутский,2280,ADJF
4813,Рогожникова??,2279,
4814,слияние,2278,NOUN
4815,баранников,2278,NOUN
4816,критик,2277,NOUN
4817,предударный,2277,ADJF
4818,штамп,2275,NOUN
4819,выпадать,2275,INFN
4820,многомерный,2274,ADJF
4821,диван,2273,NOUN
4822,справедливость,2272,NOUN
4823,авторитет,2272,NOUN
4824,посессор,2272,NOUN
4825,ана,2271,NOUN
4826,заключительный,2270,ADJF
4827,уступать,2270,INFN
4828,думаться,2269,INFN
4829,гуманит??,2269,
4830,непонятный,2267,ADJF
4831,присоединительный,2267,ADJF
4832,казать,2266,INFN
4833,днепропетровск,2264,NOUN
4834,дореволюционный,2262,ADJF
4835,домой,2261,ADVB
4836,интерактивный,2261,ADJF
4837,Гачев??,2261,
4838,педагог,2259,NOUN
4839,Федосюк??,2259,
4840,вариация,2258,NOUN
4841,разрешать,2258,INFN
4842,топоров,2258,NOUN
4843,очередной,2257,ADJF
4844,мл,2256,NOUN
4845,яблоко,2255,NOUN
4846,стабильность,2254,NOUN
4847,СПП??,2254,
4848,Интертекстуальность??,2254,
4849,приветствие,2252,NOUN
4850,воронцов,2252,NOUN
4851,герасимов,2252,NOUN
4852,вынуждать,2251,INFN
4853,субстанция,2251,NOUN
4854,индикатив,2251,NOUN
4855,постсоветский,2249,ADJF
4856,выпускать,2248,INFN
4857,стабильный,2246,ADJF
4858,трансляция,2245,NOUN
4859,цитирование,2245,NOUN
4860,северянин,2244,NOUN
